lookupId,First Order (from sales data),src_www,src_iphone,src_android,src_ipad,src_manual,src_facebookshop,src_external,src_Amazon FBM,January,February,March,April,May,June,July,August,September,October,November,December,pct_Direct Sales,pct_Orders for Stock,pct_Drop Shipments,pct_Platypus,pct_Moss Motors Only,pct_R&D Club,Units Sold,Base Product Sku,Listing Type,Unit Weight (pounds),retailPrice,make,model,yearMin,yearMax,Revenue 2019 to present,Number of Components,BOM Cost,Sales Channel,Product Type,Designer,Main Component Material,Main Component MFG Process,Main Component Finishing Process
CRCZ-0015-407,2/7/19,35.94%,24.42%,22.12%,4.61%,1.84%,0.00%,2.30%,0.00%,10.14%,6.45%,9.68%,4.15%,3.69%,8.29%,4.15%,10.14%,5.99%,8.29%,12.44%,7.83%,84.79%,0.00%,0.00%,0.00%,0.00%,0.00%,45,CRCZ-0015,single,0.15,20,Chevrolet,Suburban,1999,2006,1085,4,3.13883,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRCZ-0015-410,1/24/19,39.58%,25.00%,30.21%,0.00%,0.00%,0.00%,0.00%,0.00%,14.58%,9.38%,10.42%,9.38%,8.33%,0.00%,4.17%,17.71%,0.00%,4.17%,8.33%,8.33%,89.58%,0.00%,0.00%,0.00%,0.00%,0.00%,22,CRCZ-0015,single,0.15,20,Cadillac,Escalade,1999,2006,480,4,3.13883,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRCZ-0015-696,1/25/19,44.91%,23.58%,16.62%,3.68%,4.55%,0.00%,4.76%,0.00%,5.31%,4.85%,16.71%,15.73%,12.99%,10.72%,10.48%,5.77%,5.31%,4.28%,3.35%,2.60%,77.84%,3.36%,8.28%,0.00%,0.00%,0.00%,519,CRCZ-0015,single,0.15,20,Harley-Davidson,Road Glide,1998,2021,11555.25,4,3.13883,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRCZ-0015-733,4/26/19,50.38%,19.95%,16.76%,6.37%,4.19%,0.00%,1.68%,0.00%,6.87%,11.06%,13.08%,16.60%,8.55%,18.94%,3.35%,6.29%,6.04%,3.02%,2.18%,3.35%,85.50%,0.00%,7.12%,0.00%,0.00%,0.00%,143,CRCZ-0015,single,0.15,20,Harley-Davidson,Tri Glide,2009,2021,2982.5,4,3.13883,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRCZ-0015-788,1/10/19,30.77%,28.67%,19.81%,1.86%,2.33%,0.00%,6.99%,0.00%,9.09%,8.39%,14.45%,12.12%,12.35%,2.10%,3.96%,7.23%,4.90%,2.10%,5.59%,8.16%,81.12%,0.00%,0.00%,0.00%,0.00%,1.17%,91,CRCZ-0015,single,0.15,20,Chevrolet,Tahoe,1999,2006,2145,4,3.13883,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRCZ-0015-877,6/12/19,47.31%,25.15%,10.78%,0.00%,0.00%,0.00%,5.99%,0.00%,10.78%,11.08%,0.00%,11.98%,4.79%,5.99%,4.79%,9.58%,0.00%,10.78%,4.79%,14.67%,73.05%,0.00%,10.18%,0.00%,0.00%,0.00%,18,CRCZ-0015,single,0.15,20,Chevrolet,Avalanche,2001,2006,417.5,4,3.13883,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRCZ-0015-903,2/25/19,54.83%,21.57%,14.24%,2.64%,0.00%,0.00%,3.05%,0.00%,6.10%,6.31%,8.14%,15.56%,5.09%,11.60%,10.58%,2.44%,9.36%,5.49%,5.49%,10.17%,90.74%,0.00%,1.73%,0.00%,0.00%,0.00%,111,CRCZ-0015,single,0.15,20,Chevrolet,Corvette,1997,2004,2457.5,4,3.13883,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRCZ-0015-942,4/29/19,38.78%,13.27%,32.65%,0.00%,0.00%,0.00%,10.20%,0.00%,17.35%,4.08%,4.08%,5.10%,5.10%,9.18%,4.08%,18.37%,18.37%,0.00%,0.00%,9.18%,80.61%,0.00%,0.00%,0.00%,0.00%,0.00%,21,CRCZ-0015,single,0.15,20,Chevrolet,Cobalt,2005,2006,490,4,3.13883,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRCZ-0015-CASE,3/9/20,66.67%,0.00%,0.00%,0.00%,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,0.00%,33.33%,0.00%,0.00%,0.00%,33.33%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,3,CRCZ-0015-CASE,variant,5.5,295,any,any,any,any,884.99,2,3.81,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFA-0014-915,12/1/20,97.20%,9.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.54%,6.54%,39.72%,21.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,32.71%,18.69%,71.96%,15.89%,0.00%,0.00%,0.00%,15,CRFA-0014,variant,0.14,35,FIAT,500,2011,2018,374.5,6,7.77031,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFA-0015-694,11/24/20,77.93%,9.39%,9.39%,0.00%,3.29%,0.00%,0.00%,0.00%,22.77%,20.42%,28.40%,20.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.64%,6.57%,21.13%,78.87%,0.00%,0.00%,0.00%,0.00%,61,CRFA-0015,variant,0.14,35,FIAT,500,2011,2018,1491,6,7.77031,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFA-0091-559,2/23/20,76.38%,15.75%,7.87%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,15.75%,0.00%,0.00%,7.87%,21.26%,15.75%,7.87%,0.00%,7.87%,0.00%,23.62%,55.12%,5.51%,0.00%,0.00%,0.00%,0.00%,13,CRFA-0091,single,2,45,MINI,"Cooper, Convertible",2001,2021,571.5,9,13.47793,BigC,#Other,Tristan,Aluminum,Form,Powder
CRFA-0210-316,1/21/20,92.39%,5.08%,2.54%,0.00%,0.00%,0.00%,0.00%,0.00%,10.66%,17.77%,23.10%,7.11%,7.11%,14.97%,9.64%,5.33%,0.00%,0.00%,2.54%,1.78%,7.61%,92.39%,0.00%,0.00%,0.00%,0.00%,55,CRFA-0210,single,0.6,89,FIAT,500,2007,2020,3506.6,9,17.98691,BigC,#Other,Chris,Aluminum,Mill,Anodize
CRFA-0210-623,4/8/20,84.85%,15.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,31.82%,10.61%,21.21%,10.61%,0.00%,10.61%,0.00%,15.15%,0.00%,0.00%,0.00%,0.00%,15.15%,84.85%,0.00%,0.00%,0.00%,0.00%,9,CRFA-0210,single,1,89,Dodge,Dart,2013,2016,587.4,9,17.98691,BigC,#Other,Chris,Aluminum,Mill,Anodize
CRFA-0215-766,9/4/20,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CRFA-0215,single,8,499,FIAT,500,2008,2019,499,2,21.49,BigC,#Other,Outside,Aluminum,Purchase,None
CRFF-0020-154,2/9/19,76.01%,10.88%,7.04%,0.00%,1.60%,0.00%,0.00%,0.00%,16.60%,16.31%,12.76%,1.60%,8.96%,4.16%,19.19%,2.56%,1.28%,0.00%,6.85%,5.25%,42.87%,51.06%,0.00%,0.00%,0.00%,0.00%,85,CRFF-0020,single,0.11,20,Jeep,Liberty,2002,2007,1563,5,3.87663,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0020-339,1/29/19,51.72%,23.63%,9.34%,2.77%,10.64%,0.00%,0.00%,0.00%,9.05%,9.19%,10.07%,10.80%,14.92%,11.70%,1.09%,6.13%,6.13%,5.91%,4.96%,8.17%,67.69%,12.77%,5.10%,0.00%,0.00%,0.00%,164,CRFF-0020,single,0.11,20,Jeep,Wrangler,2007,2018,3427.25,5,3.87663,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0020-537,5/28/19,43.39%,33.97%,12.79%,1.73%,0.00%,0.00%,4.00%,0.00%,8.92%,8.52%,8.66%,3.73%,3.86%,4.00%,7.73%,6.26%,17.85%,9.02%,7.06%,10.26%,81.25%,3.30%,0.00%,0.00%,0.00%,0.00%,170,CRFF-0020,single,0.11,20,Jeep,Gladiator,2020,2021,3753.75,5,3.87663,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0020-760,1/23/19,43.94%,35.72%,6.92%,3.76%,3.57%,0.00%,3.38%,0.00%,11.36%,7.90%,12.52%,9.81%,8.11%,4.70%,5.26%,6.54%,5.04%,11.12%,7.45%,7.48%,78.74%,7.72%,0.00%,0.00%,0.00%,0.00%,312,CRFF-0020,single,0.11,20,Jeep,Wrangler,2018,2021,6648.29,5,3.87663,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0022-354,1/26/19,52.07%,15.85%,9.15%,5.49%,14.39%,0.00%,1.22%,0.00%,5.18%,8.54%,9.76%,6.10%,7.13%,24.82%,12.20%,9.15%,5.55%,4.27%,3.05%,2.44%,86.34%,7.56%,0.00%,0.00%,0.00%,0.00%,195,CRFF-0022,single,0.1,25,BMW,K1600,2012,2018,4099.92,5,3.91663,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0022-361,3/18/19,78.72%,21.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14.89%,0.00%,21.28%,0.00%,21.28%,0.00%,21.28%,0.00%,0.00%,21.28%,85.11%,14.89%,0.00%,0.00%,0.00%,0.00%,6,CRFF-0022,single,0.15,25,Mitsubishi,Endeavor,2003,2009,117.5,5,3.91663,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0022-579,2/11/19,63.29%,12.66%,12.66%,7.59%,2.53%,0.00%,0.00%,0.00%,11.39%,7.59%,12.66%,13.92%,7.59%,7.72%,6.33%,3.80%,5.57%,6.33%,10.13%,5.70%,88.61%,8.86%,0.00%,0.00%,0.00%,0.00%,81,CRFF-0022,single,0.1,25,BMW,R1200 RT,2012,2018,1975,5,3.91663,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0036-005,6/20/20,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,CRFF-0036,single,0.11,20,Dodge,Neon,1996,1999,40,5,2.32791,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0036-160,7/25/19,52.27%,15.13%,26.78%,5.82%,0.00%,0.00%,0.00%,0.00%,12.22%,10.48%,4.66%,5.82%,14.44%,0.00%,5.82%,20.95%,0.00%,11.64%,9.31%,4.66%,84.40%,9.78%,0.00%,0.00%,0.00%,0.00%,21,CRFF-0036,single,0.11,20,Chrysler,PT Cruiser,2000,2010,429.5,5,2.32791,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0036-230,1/10/19,52.36%,26.22%,9.18%,5.68%,0.00%,0.00%,6.56%,0.00%,4.37%,5.68%,13.55%,6.12%,18.36%,1.75%,7.43%,9.97%,10.49%,5.68%,7.87%,8.74%,84.35%,1.22%,0.00%,0.00%,0.00%,0.00%,57,CRFF-0036,single,0.11,20,Ford,Escape,2008,2012,1144,5,2.32791,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0036-300,1/12/19,48.05%,24.24%,17.10%,2.81%,0.00%,0.00%,4.33%,0.00%,7.79%,10.17%,10.82%,13.15%,10.88%,6.28%,3.90%,9.96%,8.01%,1.73%,7.36%,6.49%,76.84%,0.00%,7.36%,0.00%,0.00%,0.00%,106,CRFF-0036,single,0.11,20,Ford,Ranger,1983,2012,2310,5,2.32791,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0036-347,2/3/19,46.49%,34.23%,14.46%,0.39%,0.49%,0.00%,0.98%,0.00%,9.12%,7.62%,8.11%,7.33%,8.95%,13.49%,9.07%,7.85%,9.47%,5.11%,4.03%,6.89%,81.44%,1.58%,8.03%,0.00%,0.00%,0.00%,241,CRFF-0036,single,0.11,20,Dodge,RAM,1994,2008,5083.5,5,2.32791,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0036-368,2/27/19,51.42%,18.96%,17.77%,3.55%,5.33%,0.00%,1.48%,0.00%,5.63%,4.15%,16.77%,11.85%,10.37%,7.41%,7.11%,8.59%,11.55%,6.22%,4.15%,4.74%,89.16%,1.66%,0.00%,0.00%,0.00%,0.00%,80,CRFF-0036,single,0.11,20,Ford,Explorer,1995,2010,1688,5,2.32791,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0036-401,3/22/19,30.85%,34.92%,23.52%,3.03%,0.00%,0.00%,4.66%,0.00%,9.43%,12.57%,14.67%,4.19%,5.82%,3.96%,12.57%,8.61%,6.29%,3.73%,7.92%,7.22%,86.73%,0.00%,0.00%,0.00%,0.00%,0.00%,100,CRFF-0036,single,0.11,20,Jeep,Patriot,2007,2017,2147.5,5,2.32791,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0036-406,2/14/19,35.77%,14.60%,37.96%,0.00%,0.00%,0.00%,11.68%,0.00%,11.68%,12.41%,0.00%,14.60%,0.00%,0.00%,23.36%,11.68%,14.60%,11.68%,0.00%,0.00%,75.91%,0.00%,12.41%,0.00%,0.00%,0.00%,10,CRFF-0036,single,0.11,20,Chrysler,Town and Country,1996,2007,171.25,5,2.32791,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0036-415,1/7/19,48.91%,20.86%,25.55%,2.61%,0.00%,0.00%,0.00%,0.00%,10.43%,17.21%,11.37%,9.91%,2.09%,12.51%,16.68%,4.17%,6.78%,0.00%,4.17%,2.61%,86.03%,1.46%,0.00%,0.00%,0.00%,0.00%,44,CRFF-0036,single,0.11,20,Dodge,Dakota,1997,2011,959,5,2.32791,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0036-461,1/11/19,46.94%,24.49%,28.57%,0.00%,0.00%,0.00%,0.00%,0.00%,18.37%,18.37%,18.37%,10.20%,8.16%,0.00%,0.00%,8.16%,8.16%,0.00%,0.00%,10.20%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11,CRFF-0036,single,0.11,20,Dodge,Durango,1998,2010,245,5,2.32791,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0036-543,3/26/20,52.00%,32.00%,16.00%,0.00%,0.00%,0.00%,0.00%,0.00%,32.00%,0.00%,52.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,CRFF-0036,single,0.11,20,Dodge,Grand Caravan,1996,2007,125,5,2.32791,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0036-562,3/4/19,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.00%,35.00%,0.00%,0.00%,0.00%,0.00%,21.00%,29.00%,0.00%,8.00%,16.00%,84.00%,0.00%,0.00%,0.00%,0.00%,14,CRFF-0036,single,0.11,20,Chrysler,Sebring,1996,2001,250,5,2.32791,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0036-586,1/27/19,39.82%,29.88%,24.78%,2.01%,1.76%,0.00%,2.43%,0.00%,7.11%,5.71%,10.71%,9.37%,7.28%,9.79%,9.88%,9.63%,8.12%,6.86%,7.91%,8.29%,90.65%,0.88%,0.85%,0.00%,0.00%,0.00%,291,CRFF-0036,single,0.11,20,Ford,Mustang,1994,2009,5973.5,5,2.32791,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0036-653,1/29/19,36.15%,31.27%,24.80%,1.72%,0.66%,0.00%,3.17%,0.00%,10.29%,7.39%,10.16%,9.10%,12.14%,8.58%,5.28%,6.46%,6.86%,5.28%,7.12%,9.10%,93.40%,0.00%,0.00%,0.00%,0.00%,0.00%,176,CRFF-0036,single,0.11,20,Jeep,Cherokee,1984,2001,3790,5,2.32791,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0036-827,1/9/19,37.62%,28.38%,24.42%,0.00%,0.00%,0.00%,6.60%,0.00%,10.89%,10.23%,5.94%,9.24%,6.60%,2.97%,6.93%,3.96%,12.21%,6.93%,9.24%,11.88%,89.11%,0.00%,0.00%,0.00%,0.00%,0.00%,69,CRFF-0036,single,0.11,20,Jeep,Grand Cherokee,1999,2004,1515,5,2.32791,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0036-856,6/24/19,64.29%,0.00%,35.71%,0.00%,0.00%,0.00%,0.00%,0.00%,35.71%,0.00%,0.00%,0.00%,0.00%,35.71%,28.57%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,CRFF-0036,single,0.11,20,Chrysler,Aspen,2007,2009,70,5,2.32791,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0036-865,3/15/19,25.89%,43.15%,10.66%,4.57%,0.00%,0.00%,9.14%,0.00%,4.06%,10.66%,17.77%,9.14%,8.12%,14.72%,6.60%,2.54%,0.00%,2.03%,9.14%,8.63%,84.26%,0.00%,0.00%,0.00%,0.00%,0.00%,45,CRFF-0036,single,0.11,20,Jeep,Compass,2007,2017,985,5,2.32791,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0036-987,1/21/19,50.71%,23.14%,15.84%,2.64%,2.89%,0.00%,2.51%,0.00%,5.78%,6.95%,13.14%,7.32%,6.32%,8.43%,10.09%,10.69%,8.96%,7.54%,6.82%,5.69%,85.38%,0.00%,4.81%,0.00%,0.00%,0.00%,195,CRFF-0036,single,0.11,20,Ford,F-150,1997,2008,3976.25,5,2.32791,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0036-998,8/13/19,25.00%,28.13%,15.63%,0.00%,0.00%,0.00%,31.25%,0.00%,12.50%,0.00%,15.63%,0.00%,0.00%,12.50%,12.50%,31.25%,15.63%,0.00%,0.00%,0.00%,68.75%,0.00%,0.00%,0.00%,0.00%,0.00%,7,CRFF-0036,single,0.11,20,Dodge,Caliber,2007,2015,160,5,2.32791,BigC,#Stubby,Tristan,Aluminum,Lathe,Powder
CRFF-0040-108,5/23/19,43.50%,11.30%,45.20%,0.00%,0.00%,0.00%,0.00%,0.00%,11.30%,11.30%,45.20%,22.60%,9.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,79.10%,0.00%,9.60%,0.00%,0.00%,0.00%,10,CRFF-0040,single,0.28,35,Ford,Ranger,1983,2012,309.75,7,6.38651,BigC,#BulletStubby,Tristan,Aluminum,Lathe,Anodize
CRFF-0040-133,4/24/20,36.36%,36.36%,27.27%,0.00%,0.00%,0.00%,0.00%,0.00%,18.18%,9.09%,9.09%,9.09%,0.00%,18.18%,9.09%,9.09%,0.00%,0.00%,0.00%,18.18%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11,CRFF-0040,single,0.28,35,Jeep,Patriot,2007,2017,385,7,6.38651,BigC,#BulletStubby,Tristan,Aluminum,Lathe,Anodize
CRFF-0040-150,1/23/19,42.60%,30.91%,21.19%,0.88%,0.88%,0.00%,0.88%,0.00%,5.30%,7.06%,11.48%,13.11%,6.05%,13.73%,8.70%,5.17%,6.05%,5.83%,5.17%,9.71%,86.53%,0.66%,7.51%,0.00%,0.00%,0.00%,115,CRFF-0040,single,0.28,35,RAM,1500,2009,2021,3963.75,7,6.38651,BigC,#BulletStubby,Tristan,Aluminum,Lathe,Anodize
CRFF-0040-182,3/15/19,50.00%,37.50%,12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,12.50%,0.00%,25.00%,12.50%,0.00%,25.00%,0.00%,12.50%,0.00%,0.00%,0.00%,12.50%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8,CRFF-0040,single,0.28,35,Jeep,Wrangler,1987,1995,280,7,6.38651,BigC,#BulletStubby,Tristan,Aluminum,Lathe,Anodize
CRFF-0040-192,1/22/21,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CRFF-0040,single,0.28,35,Chrysler,Town and Country,1996,2007,35,7,6.38651,BigC,#BulletStubby,Tristan,Aluminum,Lathe,Anodize
CRFF-0040-198,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CRFF-0040,single,0.28,35,Dodge,Grand Caravan,1996,2007,0,7,6.38651,BigC,#BulletStubby,Tristan,Aluminum,Lathe,Anodize
CRFF-0040-211,7/25/19,19.54%,22.99%,45.98%,11.49%,0.00%,0.00%,0.00%,0.00%,0.00%,22.99%,0.00%,11.49%,22.99%,0.00%,0.00%,0.00%,31.03%,0.00%,11.49%,0.00%,80.46%,8.05%,0.00%,0.00%,0.00%,0.00%,10,CRFF-0040,single,0.28,35,Ford,Explorer,1995,2010,304.5,7,6.38651,BigC,#BulletStubby,Tristan,Aluminum,Lathe,Anodize
CRFF-0040-236,2/4/19,64.65%,17.86%,5.36%,5.36%,3.20%,0.00%,1.79%,0.00%,4.82%,13.48%,13.48%,10.72%,10.18%,8.93%,13.92%,7.14%,1.52%,5.09%,8.93%,0.00%,74.64%,0.00%,18.22%,0.00%,0.00%,0.00%,59,CRFF-0040,single,0.28,35,Ford,Raptor,2010,2021,1959.75,7,6.38651,BigC,#BulletStubby,Tristan,Aluminum,Lathe,Anodize
CRFF-0040-264,2/20/19,47.50%,27.50%,17.50%,7.50%,0.00%,0.00%,0.00%,0.00%,15.00%,10.00%,5.00%,17.50%,5.00%,12.50%,10.00%,7.50%,5.00%,5.00%,2.50%,5.00%,92.50%,0.00%,0.00%,0.00%,0.00%,0.00%,49,CRFF-0040,single,0.28,35,Nissan,Titan,2004,2018,1400,7,6.38651,BigC,#BulletStubby,Tristan,Aluminum,Lathe,Anodize
CRFF-0040-275,9/7/19,22.22%,11.11%,44.44%,11.11%,0.00%,0.00%,0.00%,0.00%,11.11%,22.22%,0.00%,11.11%,0.00%,0.00%,0.00%,0.00%,11.11%,33.33%,0.00%,0.00%,77.78%,0.00%,0.00%,0.00%,0.00%,0.00%,8,CRFF-0040,single,0.28,35,Jeep,Commander,2006,2010,315,7,6.38651,BigC,#BulletStubby,Tristan,Aluminum,Lathe,Anodize
CRFF-0040-342,3/7/19,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CRFF-0040,single,0.28,35,Dodge,Caliber,2007,2015,35,7,6.38651,BigC,#BulletStubby,Tristan,Aluminum,Lathe,Anodize
CRFF-0040-405,6/11/19,18.75%,50.00%,25.00%,6.25%,0.00%,0.00%,0.00%,0.00%,12.50%,0.00%,6.25%,25.00%,0.00%,18.75%,6.25%,0.00%,25.00%,0.00%,6.25%,0.00%,93.75%,0.00%,0.00%,0.00%,0.00%,0.00%,16,CRFF-0040,single,0.28,35,Jeep,Grand Cherokee,2005,2010,560,7,6.38651,BigC,#BulletStubby,Tristan,Aluminum,Lathe,Anodize
CRFF-0040-416,2/5/19,58.33%,24.74%,13.02%,1.30%,1.30%,0.00%,0.00%,0.00%,3.91%,16.73%,11.72%,18.55%,2.41%,5.01%,5.21%,2.60%,6.51%,6.51%,3.91%,15.63%,88.54%,1.82%,4.43%,0.00%,0.00%,0.00%,80,CRFF-0040,single,0.28,35,Ford,F-250,2011,2021,2688,7,6.38651,BigC,#BulletStubby,Tristan,Aluminum,Lathe,Anodize
CRFF-0040-463,12/9/19,45.95%,54.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,18.92%,27.03%,27.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,27.03%,81.08%,18.92%,0.00%,0.00%,0.00%,0.00%,4,CRFF-0040,single,0.28,35,Jeep,Compass,2007,2017,129.5,7,6.38651,BigC,#BulletStubby,Tristan,Aluminum,Lathe,Anodize
CRFF-0040-486,3/12/19,23.53%,35.29%,33.33%,1.96%,0.00%,0.00%,0.00%,0.00%,3.92%,5.88%,21.57%,5.88%,3.92%,3.92%,5.88%,7.84%,9.80%,9.80%,3.92%,11.76%,90.20%,0.00%,0.00%,0.00%,0.00%,0.00%,50,CRFF-0040,single,0.28,35,Jeep,Cherokee,1984,2001,1785,7,6.38651,BigC,#BulletStubby,Tristan,Aluminum,Lathe,Anodize
CRFF-0040-509,4/30/20,40.00%,20.00%,40.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,20.00%,0.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,20.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,CRFF-0040,single,0.28,35,Dodge,Dakota,1997,2011,175,7,6.38651,BigC,#BulletStubby,Tristan,Aluminum,Lathe,Anodize
CRFF-0040-527,no sales,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,CRFF-0040,single,0.28,35,Chrysler,Aspen,2007,2009,0,7,6.38651,BigC,#BulletStubby,Tristan,Aluminum,Lathe,Anodize
CRFF-0040-561,3/1/19,28.21%,49.36%,22.44%,0.00%,0.00%,0.00%,0.00%,0.00%,4.49%,4.49%,19.23%,17.95%,4.49%,13.46%,4.49%,8.97%,4.49%,8.97%,8.97%,0.00%,91.03%,0.00%,0.00%,0.00%,0.00%,0.00%,24,CRFF-0040,single,0.28,35,Ford,F-150,1997,2008,780,7,6.38651,BigC,#BulletStubby,Tristan,Aluminum,Lathe,Anodize
CRFF-0040-666,4/14/19,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,CRFF-0040,single,0.28,35,RAM,Rebel,1996,1999,70,7,6.38651,BigC,#BulletStubby,Tristan,Aluminum,Lathe,Anodize
CRFF-0040-676,2/9/19,36.73%,43.21%,13.89%,1.54%,0.00%,0.00%,0.00%,0.00%,9.26%,7.72%,4.63%,8.80%,17.13%,4.63%,3.09%,6.17%,9.26%,6.17%,7.72%,10.80%,91.05%,4.32%,0.00%,0.00%,0.00%,0.00%,64,CRFF-0040,single,0.28,35,Dodge,RAM,2010,2020,2268,7,6.38651,BigC,#BulletStubby,Tristan,Aluminum,Lathe,Anodize
